color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,is_color,log_budget,log_gross,roi,review_ratio,votes_per_review,actor_lead_share,director_share,movie_age,imdb_binned
Color,Stephen Sommers,250,118,208,570,Dennis Quaid,23000,150167630,Action|Adventure|Sci-Fi|Thriller,Joseph Gordon-Levitt,174578,26683,Leo Howard,4,cobra|gi joe|snake|train|warhead,534,English,USA,PG-13,175000000,2009,2000,2.35,0,1,18.98029654,18.82726277,-0.141898446,2.12749004,326.3140187,0.861939739,0.007794933,17,AVG
Color,Pete Docter,536,95,0,384,Mindy Kaling,1000,356454367,Adventure|Animation|Comedy|Drama|Family|Fantasy,Amy Poehler,345198,2944,Phyllis Smith,1,anger|joy|memory|running away|sadness,773,English,USA,PG,175000000,2015,767,1.85,118000,1,18.98029654,19.69171679,1.036876172,1.439478585,445.9922481,0.339558574,0,11,HIT
Color,Jon Favreau,370,106,4000,591,Bill Murray,19000,362645141,Adventure|Drama|Family|Fantasy,Scarlett Johansson,106072,32921,Garry Shandling,0,fire|jungle|remake|tiger|wolf,398,English,UK,PG,175000000,2016,13000,1.85,65000,1,18.98029654,19.70893534,1.072251821,1.07277628,265.8446115,0.577121682,0.121499301,10,HIT
Color,Jon Favreau,453,124,4000,4000,Scarlett Johansson,21000,312057433,Action|Adventure|Sci-Fi,Robert Downey Jr.,522371,48638,Jon Favreau,4,hammer|military|monaco|revenge|tony stark,723,English,USA,PG-13,200000000,2010,19000,2.35,18000,1,19.11382793,19.55869781,0.560284364,1.592511013,721.5069061,0.431752298,0.082238533,16,HIT
Color,Rupert Sanders,416,132,274,11000,Kristen Stewart,26000,155111815,Action|Adventure|Drama|Fantasy,Chris Hemsworth,228554,72881,Sam Claflin,0,evil queen|fairy tale|magic|queen|snow white,710,English,USA,PG-13,170000000,2012,17000,2.35,53000,1,18.951309,18.85965681,-0.087577044,1.70263789,321.4542897,0.356741033,0.003759502,14,HIT
Color,Robert Stromberg,401,97,171,846,Sharlto Copley,11000,241407328,Action|Adventure|Family|Fantasy|Romance,Angelina Jolie Pitt,252257,15516,Sam Riley,2,curse|dark fantasy|fairy|king|kingdom,634,English,USA,PG,180000000,2014,2000,2.35,89000,1,19.00846741,19.30199623,0.341149927,1.577114428,397.2551181,0.708899916,0.011020171,12,HIT
Color,Matt Reeves,521,130,198,884,Judy Greer,10000,208543795,Action|Adventure|Drama|Sci-Fi,Gary Oldman,317542,14363,Kodi Smit-McPhee,0,ape|dam|leader|post apocalypse|sequel,620,English,USA,PG-13,170000000,2014,2000,1.85,45000,1,18.951309,19.15565963,0.226726872,1.187739464,511.3397746,0.696184907,0.013784461,12,HIT
Color,Roland Joffé,10,109,596,283,Alice Englert,622,25445749,Action|Adventure|Romance|Sci-Fi,Tamsin Egerton,2138,1982,Bipasha Basu,3,1770s|british india|great barrier reef|india|ring,15,English,Belgium,R,20000000,2015,525,2.35,677,1,16.81124288,17.05205929,0.272273836,1.363636364,133.625,0.313666162,0.300554715,11,AVG
Color,Carl Rinsch,218,128,47,982,Cary-Hiroyuki Tagawa,18000,38297305,Action|Adventure|Drama|Fantasy,Keanu Reeves,116994,20965,Jin Akanishi,2,box office flop|ronin|samurai|shogun|tournament,324,English,USA,PG-13,175000000,2013,1000,2.35,35000,1,18.98029654,17.46089011,-0.781153793,1.479452055,359.9815385,0.858532863,0.002241725,13,HIT
Color,Anthony Russo,576,136,94,2000,Chris Evans,19000,259746958,Action|Adventure|Sci-Fi,Scarlett Johansson,496749,36188,Hayley Atwell,1,conspiracy|heroism|megalomaniac|super soldier|world domination,742,English,USA,PG-13,170000000,2014,11000,2.35,55000,1,18.951309,19.37521848,0.527920177,1.285961872,668.5720054,0.525021415,0.002597474,12,HIT
Color,Mike Mitchell,226,93,31,213,Kathy Griffin,4000,238371987,Adventure|Animation|Comedy|Family|Fantasy,Jon Hamm,138661,4628,Mary Kay Place,2,alternate world|fairy tale parody|female warrior|ogre|true love,173,English,USA,PG,165000000,2010,225,2.35,0,1,18.92145604,19.28934299,0.444676014,0.762114537,796.9022989,0.86411752,0.006696911,16,HIT
Color,Brad Bird,443,130,663,604,Chris Bauer,2000,93417865,Action|Adventure|Family|Mystery|Sci-Fi,Judy Greer,128306,5046,Thomas Robinson,2,boy genius|futuristic city|inventor|teenage girl|time travel,497,English,USA,PG,190000000,2015,638,2.2,37000,1,19.06253464,18.35259317,-0.508324351,1.119369369,257.6425703,0.396275015,0.131365167,11,HIT
Color,Don Hall,384,102,38,562,Daniel Henney,756,222487711,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Damon Wayans Jr.,279093,2963,Abraham Benrubi,0,high tech|martial arts|masked man|robot|superhero,433,English,USA,PG,165000000,2014,719,2.39,41000,1,18.92145604,19.22038243,0.348408258,1.124675325,643.0714286,0.255060729,0.012820513,12,HIT
Color,Rich Moore,377,101,66,833,Sarah Silverman,975,189412677,Adventure|Animation|Comedy|Family|Sci-Fi,Jack McBrayer,272534,4451,Joe Lo Truglio,1,arcade|candy|glitch|king|medal,345,English,USA,PG,165000000,2012,931,2.35,40000,1,18.92145604,19.05943867,0.147954721,0.912698413,787.6705202,0.219002695,0.014824798,14,HIT
Color,Robert Zemeckis,188,100,0,267,Eddie Deezen,15000,665426,Adventure|Animation|Family|Fantasy,Tom Hanks,120798,16264,Peter Scolari,0,boy|christmas|christmas eve|north pole|train,444,English,USA,G,165000000,2004,726,2.35,10000,1,18.92145604,13.40818422,-0.995961079,2.349206349,271.4561798,0.922225638,0,22,HIT
Color,Roland Emmerich,286,120,776,535,Sela Ward,890,102315545,Action|Adventure|Sci-Fi,Vivica A. Fox,58137,3233,Judd Hirsch,0,alien|battle|defense|independence day|mothership,520,English,USA,PG-13,165000000,2016,812,2.35,67000,1,18.92145604,18.44357218,-0.379903485,1.81184669,111.5873321,0.275200989,0.239950526,10,AVG
Color,Dean DeBlois,288,98,255,759,America Ferrera,18000,217387997,Adventure|Animation|Family|Fantasy,Gerard Butler,485430,20453,Craig Ferguson,0,dragon|island|training|viking|village,492,English,USA,PG,165000000,2010,953,2.35,33000,1,18.92145604,19.19719432,0.317501088,1.702422145,984.6450304,0.880023467,0.012466999,16,HIT
Color,Jonathan Mostow,280,109,84,191,M.C. Gainey,648,150350192,Action|Sci-Fi,Nick Stahl,305340,1769,Carolyn Hennesy,0,drifter|exploding truck|future|machine|skynet,1676,English,USA,R,200000000,2003,284,2.35,0,1,19.11382793,18.82847775,-0.248247799,5.964412811,182.0751342,0.366101695,0.047457627,23,HIT
Color,James Gunn,653,121,571,3000,Vin Diesel,14000,333130696,Action|Adventure|Sci-Fi,Bradley Cooper,682155,32438,Djimon Hounsou,3,bounty hunter|outer space|raccoon|talking animal|tree,1097,English,USA,PG-13,170000000,2014,14000,2.35,96000,1,18.951309,19.62404545,0.959586685,1.677370031,621.2704918,0.431579272,0.017602269,12,HIT
Color,Christopher Nolan,712,169,22000,6000,Anne Hathaway,11000,187991439,Adventure|Drama|Sci-Fi,Matthew McConaughey,928227,31488,Mackenzie Foy,1,black hole|father daughter relationship|saving the world|space travel|wormhole,2725,English,USA,PG-13,165000000,2014,11000,2.35,349000,1,18.92145604,19.05190699,0.13934121,3.821879383,340.5088041,0.349328337,0.698656674,12,HIT
Color,Christopher Nolan,642,148,22000,23000,Tom Hardy,29000,292568851,Action|Adventure|Sci-Fi|Thriller,Leonardo DiCaprio,1468200,81115,Joseph Gordon-Levitt,0,ambiguous ending|corporate espionage|dream|subconscious|thief,2803,English,USA,PG-13,160000000,2010,27000,2.35,175000,1,18.89068438,19.49421059,0.82855014,4.359253499,523.6091298,0.357512698,0.271216529,16,HIT
Color,Hideaki Anno,1,120,28,12,Shin'ya Tsukamoto,544,25445749,Action|Adventure|Drama|Horror|Sci-Fi,Mark Chinnery,374,699,Atsuko Maeda,0,blood|godzilla|monster|sequel,13,Japanese,Japan,R,20000000,2016,106,2.35,0,1,16.81124288,17.05205929,0.272273836,6.5,26.71428571,0.777142857,0.04,10,HIT
Color,Peter Jackson,645,182,0,773,Adam Brown,5000,303001229,Adventure|Fantasy,Aidan Turner,637246,9152,James Nesbitt,1,dragon|dwarf|hobbit|orc|wizard,1367,English,USA,PG-13,180000000,2012,972,2.35,166000,1,19.00846741,19.52924742,0.683336365,2.116099071,465.8230994,0.546268983,0,14,HIT
Color,Rob Cohen,187,106,357,4000,Vin Diesel,23000,144512310,Action|Crime|Thriller,Paul Walker,272223,45327,Jordana Brewster,2,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,988,English,USA,PG-13,38000000,2001,14000,2.35,14000,1,17.45309674,18.78887526,2.802881766,5.255319149,275.2507583,0.507412637,0.007875927,25,HIT
Color,David Fincher,362,166,21000,919,Jason Flemyng,11000,127490802,Drama|Fantasy|Romance,Brad Pitt,459346,13333,Julia Ormond,2,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,822,English,USA,PG-13,150000000,2008,1000,2.35,23000,1,18.82614586,18.66355479,-0.15006032,2.26446281,558.1360875,0.824958752,1.574921254,18,HIT
Color,Matthew Vaughn,500,132,905,1000,Michael Fassbender,34000,146405371,Action|Adventure|Sci-Fi,Jennifer Lawrence,518537,50983,Oliver Platt,3,cia|cia agent|mutant|nuclear war|professor,698,English,USA,PG-13,160000000,2011,13000,2.35,54000,1,18.89068438,18.80188985,-0.0849659,1.393213573,741.8268956,0.666875883,0.017750667,15,HIT
Color,Francis Lawrence,389,137,508,14000,Philip Seymour Hoffman,34000,281666058,Adventure|Sci-Fi,Jennifer Lawrence,166137,81385,Josh Hutcherson,1,death of sister|dystopia|execution|rebellion|revolution,383,English,USA,PG-13,160000000,2015,22000,2.35,38000,1,18.89068438,19.45623274,0.76040811,0.982051282,432.6484375,0.417762269,0.00624186,11,HIT
Color,Jon Turteltaub,235,109,226,370,Omar Benson Miller,12000,63143812,Action|Adventure|Family|Fantasy,Nicolas Cage,124185,13388,Robert Capron,0,chosen one|enchanted object|love|spell|training,238,English,USA,PG,150000000,2010,418,2.35,11000,1,18.82614586,17.96092543,-0.579037393,1.008474576,519.6025105,0.896258122,0.016879528,16,HIT
Color,Wolfgang Petersen,231,98,249,702,Mike Vogel,87000,60655503,Action|Adventure|Drama|Thriller,Jimmy Bennett,82380,92456,Andre Braugher,0,cruise|escape|ocean|passenger|water,629,English,USA,PG-13,160000000,2006,2000,2.35,0,1,18.89068438,17.92072094,-0.620899226,2.711206897,130.7619048,0.940977968,0.002693144,20,AVG
Color,James Bobin,218,113,33,11000,Alan Rickman,40000,76846624,Adventure|Family|Fantasy,Johnny Depp,21352,80806,Anne Hathaway,1,clock|dark fantasy|mad hatter|queen|sequel,131,English,USA,PG,170000000,2016,25000,1.85,30000,1,18.951309,18.15732211,-0.547957812,0.598173516,161.7575758,0.495006621,0.00040838,10,HIT
Color,Chris Miller,227,93,50,692,Eric Idle,3000,320706665,Adventure|Animation|Comedy|Family|Fantasy,Justin Timberlake,211971,4705,Rupert Everett,2,disney spoof|fairy tale|prince|princess|tough guy,326,English,USA,PG,160000000,2007,795,1.85,0,1,18.89068438,19.58603745,1.004410379,1.429824561,648.2293578,0.637484063,0.010624734,19,HIT
Color,Duncan Jones,275,123,0,648,Callum Rennie,3000,46978995,Action|Adventure|Fantasy,Dominic Cooper,111609,5505,Ruth Negga,0,based on video game|fictional language|fictional war|orc|sword and sorcery,781,English,USA,PG-13,160000000,2016,716,2.35,89000,1,18.89068438,17.66521117,-0.706376866,2.829710145,142.7225064,0.544860153,0,10,HIT
Color,Alan Taylor,474,126,230,2000,Emilia Clarke,24000,89732035,Action|Adventure|Sci-Fi,J.K. Simmons,188457,38873,Matt Smith,2,alternate timeline|cyborg|future|robot|time machine,867,English,USA,PG-13,155000000,2015,10000,2.35,82000,1,18.85893568,18.31233841,-0.421080929,1.825263158,217.1163594,0.617379225,0.005916551,11,HIT
Color,Michael Apted,228,113,150,59,Shane Rangi,531,104383624,Adventure|Family|Fantasy,Bruce Spence,106446,764,Laura Brent,4,dragon|king|mouse|quest|warrior,227,English,USA,PG,155000000,2010,82,1.78,11000,1,18.85893568,18.46358337,-0.326555158,0.991266376,466.8684211,0.694117647,0.196078431,16,HIT
 Black and White,Michael Bay,191,184,0,691,Jaime King,3000,198539855,Action|Drama|History|Romance|War,Jennifer Garner,254111,5401,Mako,0,air raid|black smoke|japanese military|japanese navy|sunday,1999,English,USA,PG-13,140000000,2001,961,2.35,0,0,18.75715299,19.10650042,0.418138835,10.41145833,127.0555,0.55534987,0,25,HIT
Color,Michael Bay,396,144,0,581,Michael O'Neill,662,318759914,Action|Adventure|Sci-Fi,Zack Ward,513158,2333,Kevin Dunn,0,alien contact|autobot|decepticon|robot vs. robot|teenage hero,1782,English,USA,PG-13,150000000,2007,599,2.35,8000,1,18.82614586,19.57994876,1.125058593,4.488664987,287.805945,0.283633248,0,19,HIT
Color,Oliver Stone,248,206,0,591,Angelina Jolie Pitt,12000,34293771,Action|Adventure|Biography|Drama|History|Romance|War,Anthony Hopkins,138863,24598,Brian Blessed,3,ancient greece|conquest|greek|greek myth|king,1390,English,Germany,R,155000000,2004,11000,2.35,0,1,18.85893568,17.35047432,-0.77874484,5.582329317,99.82961898,0.487824708,0,22,AVG
Color,David Yates,329,138,282,687,Daniel Radcliffe,21000,292000866,Adventure|Family|Fantasy|Mystery,Robert Pattinson,355137,33433,Fiona Shaw,3,battle|magic|school|teacher|wizard,1108,English,UK,PG-13,150000000,2007,11000,2.35,0,1,18.82614586,19.49226733,0.946666129,3.357575758,320.2317403,0.628103129,0.008434528,19,HIT
Color,Mike Newell,295,157,179,10000,Daniel Radcliffe,21000,289994397,Adventure|Family|Fantasy|Mystery,Robert Pattinson,385670,53413,Rupert Grint,1,fire|goblet|magic|tournament|wizard,1896,English,UK,PG-13,150000000,2005,11000,2.35,0,1,18.82614586,19.48537216,0.933289758,6.405405405,203.3052188,0.393155353,0.003351181,21,HIT
Color,Peter Berg,318,102,532,979,Charlize Theron,10000,227946274,Action|Drama,Will Smith,343648,21584,Eddie Marsan,0,bully comeuppance|destruction|prison|superhero|tough girl,590,English,USA,PG-13,150000000,2008,9000,2.35,0,1,18.82614586,19.24462052,0.519638362,1.849529781,581.4686971,0.463284688,0.024646745,18,HIT
Color,Francis Lawrence,323,104,508,558,Alice Braga,10000,256386216,Drama|Horror|Sci-Fi,Will Smith,530870,13076,Willow Smith,0,new york city|pandemic|post apocalypse|survivalist|virus,1413,English,USA,PG-13,150000000,2007,1000,2.35,11000,1,18.82614586,19.36219553,0.709236712,4.361111111,375.4384724,0.764701384,0.03884683,19,HIT
Color,Tim Burton,276,115,13000,588,Christopher Lee,40000,206456431,Adventure|Comedy|Family|Fantasy,Johnny Depp,320284,57844,David Kelly,3,chocolate|diminution|miniaturization|physical flexability|ticket,1361,English,USA,PG,150000000,2005,16000,1.85,0,1,18.82614586,19.14559997,0.376373698,4.913357401,235.1571219,0.691503155,0.224738525,21,HIT
Color,Brad Bird,318,111,663,954,John Ratzenberger,1000,206435493,Animation|Comedy|Family|Fantasy,Janeane Garofalo,473887,4764,Brian Dennehy,0,chef|food|french|rat|restaurant,626,English,USA,G,150000000,2007,1000,2.35,10000,1,18.82614586,19.14549854,0.376234112,1.962382445,755.800638,0.209863589,0.139139559,19,HIT
Color,Christopher Nolan,478,128,22000,11000,Liam Neeson,23000,205343774,Action|Adventure,Christian Bale,980946,59558,Morgan Freeman,0,armored car|gangster|gotham|mixed martial arts|social decay,2685,English,USA,PG-13,150000000,2005,14000,2.35,15000,1,18.82614586,19.14019608,0.368956034,5.605427975,365.2069993,0.386171695,0.369381622,21,HIT
Color,Eric Darnell,167,89,35,436,Jada Pinkett Smith,1000,179982968,Action|Adventure|Animation|Comedy|Family,Bernie Mac,146019,3285,Cedric the Entertainer,0,africa|madagascar|new york city|sequel|zoo,119,English,USA,PG,150000000,2008,851,1.85,0,1,18.82614586,19.00837279,0.199885121,0.708333333,1216.825,0.304321363,0.010651248,18,HIT
Color,Shawn Levy,185,105,189,1000,Rami Malek,49000,177243721,Adventure|Comedy|Family|Fantasy,Robin Williams,130272,54039,Steve Coogan,2,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,209,English,USA,PG,150000000,2009,3000,2.35,2000,1,18.82614586,18.9930363,0.181623596,1.123655914,620.3428571,0.906735751,0.003497409,17,AVG
Color,Gavin Hood,350,119,151,2000,Ryan Reynolds,20000,179883016,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,361924,40054,Dominic Monaghan,0,army|civil war|claw fight|commando|wolverine the character,641,English,USA,PG-13,150000000,2009,16000,2.35,0,1,18.82614586,19.00781729,0.199218779,1.826210826,563.7445483,0.499313444,0.003769817,17,HIT
Color,Lana Wachowski,245,129,0,233,Collin Chou,309,139259759,Action|Sci-Fi,Essie Davis,364948,1062,Nona Gaye,0,battle|epic|fight|future|machine,2121,English,Australia,R,150000000,2003,269,2.35,0,1,18.82614586,18.75185152,-0.071601129,8.62195122,171.9830349,0.290686736,0,23,HIT
Color,Chris Buck,406,102,69,490,Maurice LaMarche,1000,400736600,Adventure|Animation|Comedy|Family|Fantasy|Musical,Josh Gad,421658,2582,Livvy Stubenrauch,0,magic|sister love|sister sister relationship|snow|snowman,904,English,USA,PG,150000000,2013,523,2.24,58000,1,18.82614586,19.80881491,1.67156619,2.221130221,465.920442,0.387146729,0.026713124,13,HIT
Color,Lana Wachowski,275,138,0,30,Daniel Bernhardt,234,281492479,Action|Sci-Fi,Steve Bastoni,421818,534,Helmut Bakaitis,0,car motorcycle chase|one against many|oracle|prophecy|stylized violence,2789,English,USA,R,150000000,2003,198,2.35,0,1,18.82614586,19.45561629,0.876610683,10.10507246,151.1892473,0.437383178,0,23,HIT
Color,Alan Taylor,486,112,230,12000,Natalie Portman,26000,206360018,Action|Adventure|Fantasy,Chris Hemsworth,414070,59803,Anthony Hopkins,3,arrest|portal|thor|warrior|weapon,532,English,USA,PG-13,170000000,2013,20000,2.35,63000,1,18.951309,19.14513287,0.213881201,1.092402464,776.8667917,0.434753528,0.003845897,13,HIT
Color,George Miller,739,120,750,943,Charlize Theron,27000,153629485,Action|Adventure|Sci-Fi|Thriller,Tom Hardy,552503,40025,Zoë Kravitz,0,australia|desert|escape|on the run|post apocalypse,1588,English,Australia,R,150000000,2015,9000,2.35,191000,1,18.82614586,18.85005433,0.024196405,2.145945946,347.7048458,0.674561535,0.01873782,11,HIT
Color,Ron Howard,298,146,2000,294,Ayelet Zurer,15000,133375846,Mystery|Thriller,Tom Hanks,207839,16948,Armin Mueller-Stahl,2,conclave|illuminati|murder|reference to bernini|reference to raphael,435,English,USA,PG-13,150000000,2009,745,2.35,0,1,18.82614586,18.70868162,-0.110826954,1.454849498,476.6949541,0.885007965,0.118001062,17,HIT
Color,Kenneth Branagh,516,115,0,12000,Natalie Portman,26000,181015141,Action|Adventure|Fantasy,Chris Hemsworth,536314,60059,Anthony Hopkins,1,battle|marvel cinematic universe|scientist|thor|throne,738,English,USA,PG-13,150000000,2011,20000,2.35,63000,1,18.82614586,19.01409124,0.206766228,1.427466151,725.729364,0.432900433,0,15,HIT
Color,Byron Howard,225,96,59,699,Diedrich Bader,17000,114053579,Adventure|Animation|Comedy|Drama|Family,Chloë Grace Moretz,146766,20007,James Lipton,0,cat|dog|hamster|new york city|superpower,178,English,USA,PG,150000000,2008,759,1.85,0,1,18.82614586,18.5521789,-0.239641209,0.787610619,819.9217877,0.849660136,0.00294882,18,HIT
Color,Hoyt Yeatman,145,88,12,182,Piper Mackenzie Harris,730,119420252,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Kelli Garner,33042,2217,Niecy Nash,0,fbi director|guinea pig|household appliance|secret agent|talking mouse,90,English,USA,PG,150000000,2009,607,2.35,0,1,18.82614586,18.59815937,-0.203863628,0.616438356,363.0989011,0.329125338,0.00541028,17,AVG
Color,Jonathan Liebesman,310,99,473,502,Edgar Ramírez,14000,83640426,Action|Adventure|Fantasy,Liam Neeson,152826,16184,Lily James,0,ares|hades|titan|underworld|zeus,253,English,USA,PG-13,150000000,2012,897,1.85,19000,1,18.82614586,18.24203754,-0.442394211,0.813504823,601.6771654,0.864998455,0.029224591,14,AVG
Color,Tim Burton,526,113,13000,16000,Chloë Grace Moretz,40000,79711678,Comedy|Fantasy|Horror,Johnny Depp,199039,80849,Christopher Lee,7,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,479,English,USA,PG-13,100000000,2012,17000,1.85,82000,1,18.42068075,18.19392667,-0.202881191,0.908918406,414.6645833,0.494743352,0.160791589,14,HIT
Color,Christopher McQuarrie,465,131,188,641,Jeremy Renner,10000,195000874,Action|Adventure|Thriller,Tom Cruise,232187,21840,Sean Harris,0,capture|computer hacker|mission|rogue agent|spy,440,English,China,PG-13,150000000,2015,10000,2.35,47000,1,18.82614586,19.0885146,0.300003827,0.944206009,526.5011338,0.457854494,0.008607664,11,HIT
